,tokens,ner_tags
2002,"['КАССОВЫЙ', 'ЧЕК', '№:', '123\t', '01.05.22', '15:30\n', 'СМЕНА:\t', '12\n', 'ИНН', '7727831212\n', '109651,', 'Москва', 'г,', 'улица', 'Бакунинская,', 'дом', '№', '7,', 'корпус', '2\n', 'https://www.best2pay.net/']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'U-STREET', 'B-HOUSE', 'I-HOUSE', 'I-HOUSE', 'I-HOUSE', 'L-HOUSE', 'O']"
2003,"['-', 'профессор', 'университета', 'в', 'Галле', '.']","['O', 'O', 'O', 'O', 'U-CITY', 'O']"
2004,"['learn_d+', '2782915', '2782911', '', '0', 'Feb06', '?', '', '', '', '', '', '', '', '00:00:00', '[sh]', '<defunct>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2005,"['postgres@brian08-lx11.sigma.sbrf.ru', '(W009)']","['O', 'O']"
2006,"['Женщина', ',', 'г', '.', 'Сидней', ',', 'Режиссер']","['O', 'O', 'O', 'O', 'U-CITY', 'O', 'O']"
2007,"['root', '', '', '', '', '1709074', '1693646', '', '0', '12:54', 'pts/2', '', '', '', '00:00:00', 'ps', '-ef']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2008,"['1938—1941', ',', 'Йожеф', 'Эйсенхоффер']","['O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME']"
2009,"['сколько', '1', 'человек', 'потребляет', 'в', 'месяц,', 'если', 'у', 'него', 'не', 'установлены', 'приборы', 'учета', '(зависит', 'от', 'вида', 'плиты)']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2010,"['**', ""'"", ""''"", 'Ангулем', ""''"", ""'"", '—']","['O', 'O', 'O', 'U-CITY', 'O', 'O', 'O']"
2011,"['Химическая', 'технология', 'органических', 'веществ']","['O', 'O', 'O', 'O']"
2012,['Фармация'],['O']
2013,['2.466e+1'],['O']
2014,['d8:ce:0c:f6:51:4f'],['O']
2015,"['На', 'сайте', 'Rotten', 'Tomatoes', 'фильм', 'имеет', 'рейтинг', '7', '%', ',', 'на', 'основании', '15', 'рецензий', 'критиков', ',', 'со', 'средней', 'оценкой', '4', 'из', '10', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2016,"['Электромонтажник', 'электрических', 'сетей', 'и', 'электрооборудования']","['O', 'O', 'O', 'O', 'O']"
2017,['998933859119'],['O']
2018,"['maria', '.', 'kuznetsova', '@', 'yahoo', '.', 'com']","['U-FIRST_NAME', 'O', 'U-LAST_NAME', 'O', 'O', 'O', 'O']"
2019,['https://drive.google.com/file/d/0B__WVXJDM7WvdU51ZHl2SXpzUDA/view?usp=sharing'],['O']
2020,"['Адрес', 'плательщика:']","['O', 'O']"
2021,"['Искусство', 'концертного', 'исполнительства']","['O', 'O', 'O']"
2022,"['пачарм:', 'PyCharm']","['O', 'O']"
2023,"['root', '', '', '', '', '1705505', '', '', '', '', '', '', '2', '', '0', '12:48', '?', '', '', '', '', '', '', '', '00:00:00', '[kworker/15:3-mm_percpu_wq]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2024,['20736Х58750)корр.сч.40102810545370000003'],['O']
2025,"['США', '—', 'бОльшая', 'держАва', 'в', 'северной', 'америке', '.']","['U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2026,"['67', 'кВт·ч', 'на', '1', 'чел.', 'в', 'мес.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
2027,"['Мастерство', 'музыкальной', 'звукорежиссуры']","['O', 'O', 'O']"
2028,"['<select', 'id=""nowAuction""', 'resultType=""avo"">']","['O', 'O', 'O']"
2029,"['Автоматика', 'и', 'телемеханика', 'на', 'транспорте', '(железнодорожном', 'транспорте)']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
2030,"['рефлекс:', 'Reflex']","['O', 'O']"
2031,"['Номер', 'Обращения']","['O', 'O']"
2032,"['Полиграфическое', 'производство']","['O', 'O']"
2033,"['ПОЛ:', 'ЖЕНСКИЙ;', 'МЕСТО', 'РОЖДЕНИЯ:', 'КРАСНОДАР;', 'ФАМИЛИЯ:', 'СМИРНОВА;', 'ПРОФЕССИЯ:', 'ФИНАНСОВЫЙ', 'АНАЛИТИК']","['O', 'O', 'O', 'O', 'U-CITY', 'O', 'U-LAST_NAME', 'O', 'O', 'O']"
2034,"['Машинист', 'локомотива']","['O', 'O']"
2035,"['Группа', '«Е4»']","['O', 'O']"
2036,"['Национальная', 'безопасность', 'и', 'оборона', 'государства']","['O', 'O', 'O', 'O', 'O']"
2037,"['m36:', 'M36']","['O', 'O']"
2038,['7.604202e-17'],['O']
2039,['79056810782'],['O']
2040,"['сколько', 'тепла', 'необходимо', 'на', 'отопление', '1', 'м2', 'общей', 'площади', '(зависит', 'от', 'высоты', 'помещения)']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2041,['79637986228'],['O']
2042,"['Временно', 'исполняющим', 'обязанности', 'руководителя', 'аппарата', 'правительства', 'после', 'отставки', 'Вячеслава', 'Суркова', 'назначен', 'первый', 'замглавы', 'аппарата', 'кабмина', 'Сергей', 'Приходько', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O']"
2043,['fmDay'],['O']
2044,"['root', '', '', '', '', '1698382', '', '', '', '', '', '', '2', '', '0', '12:33', '?', '', '', '', '', '', '', '', '00:00:00', '[kworker/0:3-cgroup_destroy]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2045,['Сурдопедагогика'],['O']
2046,"['root', '', '', '', '', '1706591', '', '', '', '', '', '', '2', '', '0', '12:49', '?', '', '', '', '', '', '', '', '00:00:00', '[kworker/5:0-mm_percpu_wq]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2047,"['По', 'предложению', 'Рината', 'Ахметова', 'стал', 'работать', 'тренером-селекционером', '.']","['O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O']"
2048,"['Юристы', 'о', 'шансах', 'привлечь', 'злоумышленников', 'к', 'отвественности']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
2049,"['Официальная', 'причина', 'ухода', 'с', 'поста', 'М', '.', 'Морелла', 'не', 'сообщается', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-LAST_NAME', 'O', 'O', 'O']"
2050,['20736Х58750)корр.сч.40102810545370000003'],['O']
2051,"['Продажа', 'недвижимости', 'через', 'аукцион', '(91,4%),', 'юридическая', 'поддержка', '(49,9%),', 'перевод', 'денежных', 'средств.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2052,['Автотор'],['O']
2053,"['химическая', 'промышленность']","['O', 'O']"
2054,"['Эмма', 'была', 'старшей', 'из', 'их', 'восьми', 'детей', 'пяти', 'дочерей', 'и', 'троих', 'сыновей', 'Члены', 'её', 'семьи', 'также', 'оказались', 'долгожителями', 'мать', 'тётя', 'и', 'некоторые', 'из', 'её', 'братьев', 'и', 'сестёр', 'прожили', 'больше', '90', 'лет', 'а', 'её', 'сестра', 'Анджела', 'Морано', '1908', '2011', 'умерла', 'в', 'возрасте', 'Когда', 'Эмма', 'была', 'ребёнком', 'она', 'переехала', 'из', 'долины', 'Сезии', 'в', 'Оссолу', 'работы', 'её', 'отца', 'Но', 'климат', 'был', 'столь', 'суровым', 'что', 'врач', 'посоветовал', 'семье', 'жить', 'в', 'месте', 'с', 'более', 'мягким', 'климатом', 'поэтому', 'она', 'переехала', 'в', 'Палланцу', 'на', 'озере', 'где', 'она', 'жила', 'до', 'своей', 'смерти', 'В', 'октябре', '1926', 'года', 'она', 'вышла', 'замуж', 'за', 'Джованни', 'Мартинуцци', '1901', '1978', 'а', 'в', '1937', 'году', 'у', 'неё', 'родился', 'ребёнок', 'но', 'он', 'умер', 'когда', 'ему', 'было', 'всего', 'шесть', 'месяцев']","['U-FIRST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-REGION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DISTRICT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2055,"['CN=Оповещение', 'от', 'ИТ,OU=MAIL', 'GROUP,OU=SGROUPS,DC=int,DC=sblogistica,DC=ru;CN=Все', 'сотрудники', '2021,OU=MAIL', 'GROUP,OU=SGROUPS,DC=int,DC=sblogistica,DC=ru;CN=SMAIL-GROUP,OU=USR,DC=int,DC=sblogistica,DC=ru;CN=Group_4d5609f6-ee54-4bac-b45b-5ddc185f7df6,OU=O365-Reverse-Groups,OU=SGROUPS,DC=int,DC=sblogistica,DC=ru;CN=WE-USERS,OU=WE,OU=SGROUPS,DC=int,DC=sblogistica,DC=ru']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
2056,['RUDATA'],['O']
2057,"['NotificationHeader', '20220815-UPDATE-1', '14', 'APD', '25', 'APD', 'DISTR', 'DBC', 'data']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2058,"['Министр', 'сельского', 'хозяйства', 'и', 'окружающей', 'среды', 'Йосимаса', 'Хаяси']","['O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME']"
2059,"['Земельный', 'кодекс', '(ЗК', 'РФ', ')']","['O', 'O', 'O', 'O', 'U-COUNTRY']"
2060,"['mkdir', '-p', '/unam-bda/d14/app/oracle/oradata/${ORACLE_SID^^}']","['O', 'O', 'O']"
2061,"['Технология', 'полиграфического', 'и', 'упаковочного', 'производства']","['O', 'O', 'O', 'O', 'O']"
2062,"['Среди', 'итальянских', 'футболистов', ',', 'первым', '«', 'символом', '»', 'клуба', 'стал', 'Карло', 'Бигатто', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O']"
2063,['psi-ala.vm.int.alpha.sbrf.ru'],['O']
2064,"['Инженерное', 'дело,', 'технологии', 'и', 'технические', 'науки']","['O', 'O', 'O', 'O', 'O', 'O']"
2065,['sber911'],['O']
2066,['INSTANCE=korgon;SID=523;SER=4256;SPID=889564;LOGON=20201101120001023;'],['O']
2067,"['systemd[1]:', 'Stopped', 'User', 'Manager', 'for', 'UID', '0.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
2068,"[""'"", ""''"", 'Ньюкасл', 'Юнайтед', ""''"", ""'""]","['O', 'O', 'U-CITY', 'O', 'O', 'O']"
2069,"['Google', 'Analytics', '–', 'сервис', 'мониторинга', 'и', 'анализа', 'веб-трафика']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2070,"['Газодинамические', 'импульсные', 'устройства']","['O', 'O', 'O']"
2071,['order-215621443@insmail2.sravni.ru'],['O']
2072,"['Получение', 'материнского', 'капитала', 'для', 'оплаты', 'лечения', 'ребенка.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
2073,"['1с:', '1C']","['O', 'O']"
2074,"['Системы', 'и', 'средства', 'диспетчерского', 'управления', 'в', 'электроэнергетике']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
2075,"['zabbix', '', '', '3680826', '3680820', '', '0', 'Mar23', '?', '', '', '', '', '', '', '', '00:00:03', '/usr/sbin/zabbix_agentd:', 'listener', '#3', '[waiting', 'for', 'connection]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2076,"['Абонентский', 'пакет', '""Мобильный', 'гурман""', 'от', 'Мегафона']","['O', 'O', 'O', 'O', 'O', 'O']"
2077,"['мониторинг:', 'Мониторинг']","['O', 'O']"
2078,"['Село', 'расположено', 'на', 'реке', 'Малый', 'Узень', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
2079,"['Морская', 'акустика', 'и', 'гидрофизика']","['O', 'O', 'O', 'O']"
2080,['79036087212'],['O']
2081,['5645:8b2:4d47:e2a5:1f71:df3:8add:185c'],['O']
2082,"['сигме:', 'Sigma']","['O', 'O']"
2083,"['Q-Detalling', 'ул', '.', 'Лобненская', ',', 'д', '.', '17', 'стр', '2']","['O', 'O', 'O', 'U-STREET', 'O', 'B-HOUSE', 'I-HOUSE', 'I-HOUSE', 'I-HOUSE', 'L-HOUSE']"
2084,"['procs', '-----------memory----------', '---swap--', '-----io----', '-system--', '------cpu-----']","['O', 'O', 'O', 'O', 'O', 'O']"
2085,"['Педагогика', 'балета']","['O', 'O']"
2086,['Отопление'],['O']
2087,"['Kuznetsov', '(SergeyK)']","['U-LAST_NAME', 'U-FIRST_NAME']"
2088,"['Ядерная', 'энергетика', 'и', 'технологии']","['O', 'O', 'O', 'O']"
2089,"['Акушерское', 'дело']","['O', 'O']"
2090,"['Торакальная', 'хирургия']","['O', 'O']"
2091,"['Физическая', 'культура', 'для', 'лиц', 'с', 'отклонениями', 'в', 'состоянии', 'здоровья', '(адаптивная', 'физическая', 'культура)']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2092,"['Moskva', '—', 'stolica', 'Rossii', ',', 'megapolis', 'v', ""Tsentral'noj"", 'Rossii', '.', 'Naselenie', '—', '12', '380', '664', 'cheloveka', '[', '1', ']', '.', 'Moskva', 'yavlyaetsya', 'politicheskim', ',', 'ekonomicheskim', ',', 'nauchnym', 'и', 'kulturnym', 'центром', 'Rossii', '.', 'Gorod', 'imeet', ""federal'nyj"", 'status', 'и', 'podrazdelyaetsya', 'na', '12', 'administrativnyh', 'okrugov', '.', 'Moskva', 'lezyt', 'na', 'rekah', 'Moskva', 'и', 'Jauza', '.', 'Osnovana', 'v', 'XII', 'veke', '.', 'Moskva', 'yavlyaetsya', 'odnim', 'из', 'krupnejshih', 'gorodov', 'mirа', 'и', 'jeto', 'jе', 'politicheskij', 'центр', 'Rossii', '.']","['U-CITY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O']"
2093,"['Примаков', 'возглавлял', 'Торгово', '-', 'промышленную', 'палату', 'с', '2001', 'года', '.']","['U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2094,"['Салют.Музыка', '']","['O', 'O']"
2095,"['игорный', 'бизнес']","['O', 'O']"
2096,"['15.05.22', 'вам', 'выдано', 'удостоверение', 'сотрудника', 'на', 'реквизиты\n', 'Антонов', 'Дмитрий', 'Иванович', 'ИНН', '231524136502']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'O']"
2097,"['СидоРоВ', 'ДениС', 'КонСтантиноВич']","['U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME']"
2098,"['Физико-математическое', 'образование']","['O', 'O']"
2099,"['Для', 'того', 'чтобы', 'получить', 'возможность', 'быть', 'избранной', 'спикером', 'верхней', 'палаты', 'парламента', ',', 'Матвиенко', 'было', 'необходимо', 'стать', 'депутатом', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O']"
2100,"['-', 'Москва', '-', 'столица', 'России', 'и', 'крупнейший', 'город', 'страны', '.', 'Население', 'города', 'превышает', '12', 'миллионов', 'человек', '.\n']","['O', 'U-CITY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2101,"['Газотурбинные,', 'паротурбинные', 'установки', 'и', 'двигатели']","['O', 'O', 'O', 'O', 'O']"
2102,['smartbio'],['O']
2103,"['systemd[1]:', 'session-c113006.scope:', 'Succeeded.']","['O', 'O', 'O']"
